Airline,Source,Destination,Total_Stops,Price,Date,Month,Year,Dep_hours,Dep_min,Arrival_hours,Arrival_min,Duration_hours,Duration_min
Jet Airways,Kolkata,Banglore,1,11521,6,6,2021,17,0,10,55,18,55
Multiple carriers,Delhi,Cochin,2,6634,27,5,2021,18,15,1,30,8,15
Jet Airways,Delhi,Cochin,1,10651,6,6,2021,9,40,12,35,20,55
Jet Airways,Delhi,Cochin,2,13357,1,6,2021,22,50,12,35,12,45
Jet Airways,Kolkata,Banglore,1,13061,15,5,2021,6,30,12,0,4,30
Jet Airways,Banglore,Delhi,1,6562,24,4,2021,18,55,22,0,3,5
Jet Airways,Banglore,Delhi,2,7109,21,3,2021,21,25,11,25,15,0
Air India,Delhi,Cochin,3,9525,3,6,2021,5,15,19,15,20,0
Jet Airways,Delhi,Cochin,0,12757,9,3,2021,18,15,18,50,20,35
IndiGo,Chennai,Kolkata,1,6622,6,3,2021,7,55,10,15,1,20
Air India,Kolkata,Banglore,3,10187,21,5,2021,8,20,11,10,20,50
Multiple carriers,Delhi,Cochin,1,6962,18,5,2021,19,0,1,30,5,30
Multiple carriers,Delhi,Cochin,2,9874,6,6,2021,10,35,19,0,8,25
Multiple carriers,Delhi,Cochin,2,15484,3,3,2021,7,5,15,30,7,25
Jet Airways,Delhi,Cochin,1,10446,6,6,2021,5,30,19,0,13,30
Jet Airways,Delhi,Cochin,0,4054,18,6,2021,9,50,13,5,2,15
Air India,Delhi,Cochin,2,12528,1,6,2021,16,55,19,15,20,20
IndiGo,Kolkata,Banglore,0,4337,1,3,2021,21,25,0,5,3,40
Jet Airways,Kolkata,Banglore,1,11242,15,5,2021,9,35,18,0,9,25
Multiple carriers,Delhi,Cochin,1,9693,27,6,2021,4,55,12,35,8,40
Air India,Delhi,Cochin,2,8887,9,3,2021,5,15,6,50,20,35
Jet Airways,Kolkata,Banglore,0,13061,1,5,2021,14,5,12,0,20,55
SpiceJet,Banglore,Delhi,1,3920,12,6,2021,5,55,8,35,2,40
Jet Airways,Mumbai,Hyderabad,0,5154,3,5,2021,2,55,4,20,2,25
Vistara,Banglore,Delhi,1,5095,6,4,2021,7,0,9,40,1,40
Jet Airways,Kolkata,Banglore,2,8772,6,5,2021,20,0,9,20,12,20
Jet Airways,Banglore,Delhi,0,5237,18,6,2021,11,10,14,5,1,55
Vistara,Banglore,Delhi,0,4237,1,5,2021,21,0,23,50,2,50
Vistara,Banglore,Delhi,0,4428,21,3,2021,21,10,0,5,1,55
Air India,Delhi,Cochin,1,7600,9,5,2021,13,0,19,15,6,15
Air India,Kolkata,Banglore,2,11213,24,3,2021,9,25,5,35,20,10
Jet Airways,Delhi,Cochin,3,10651,6,6,2021,19,30,12,35,18,5
IndiGo,Banglore,Delhi,0,4378,9,4,2021,18,55,21,50,3,55
IndiGo,Kolkata,Banglore,0,4361,27,4,2021,15,15,17,45,3,30
Jet Airways,Delhi,Cochin,1,9315,12,6,2021,18,15,19,0,20,45
Jet Airways,Banglore,Delhi,1,10064,12,3,2021,22,55,20,20,20,25
Jet Airways,Delhi,Cochin,2,19262,9,5,2021,11,40,19,0,7,20
Air India,Delhi,Cochin,2,9013,15,6,2021,8,0,19,15,11,15
Air India,Kolkata,Banglore,1,10359,12,5,2021,5,50,23,15,18,25
Air India,Mumbai,Hyderabad,0,2814,6,6,2021,21,5,22,25,1,20
Jet Airways,Delhi,Cochin,3,10122,27,6,2021,23,5,19,0,20,55
Jet Airways,Delhi,Cochin,3,15164,27,5,2021,13,25,4,25,16,0
Jet Airways,Banglore,Delhi,1,10064,12,3,2021,20,35,21,20,20,45
Air India,Mumbai,Hyderabad,0,2814,9,6,2021,6,20,7,40,1,20
Multiple carriers,Delhi,Cochin,0,8891,1,5,2021,10,20,19,0,8,40
SpiceJet,Banglore,Delhi,1,2956,21,5,2021,5,55,8,35,2,40
Air Asia,Kolkata,Banglore,1,3728,9,4,2021,19,55,22,25,3,30
Air India,Kolkata,Banglore,0,3762,27,4,2021,20,45,23,20,3,35
Jet Airways,Banglore,Delhi,0,6562,27,4,2021,8,20,11,20,2,0
Vistara,Banglore,Delhi,0,11482,1,3,2021,11,30,14,10,3,40
Air India,Delhi,Cochin,3,10669,9,5,2021,10,55,19,15,9,20
IndiGo,Banglore,Delhi,1,4533,24,3,2022,22,20,1,10,1,50
Air India,Kolkata,Banglore,3,8912,1,5,2022,5,50,13,15,8,25
Jet Airways,Delhi,Cochin,3,16148,9,6,2022,9,25,4,25,18,0
IndiGo,Kolkata,Banglore,0,7233,12,5,2022,18,5,23,30,4,25
IndiGo,Banglore,Delhi,2,15473,1,3,2022,16,50,21,35,3,45
SpiceJet,Kolkata,Banglore,0,4505,24,6,2022,9,0,11,25,3,25
Jet Airways,Banglore,Delhi,1,12896,12,3,2022,18,55,10,25,14,30
Jet Airways,Banglore,Delhi,0,25905,1,3,2022,8,0,5,5,20,5
Jet Airways,Banglore,Delhi,2,12896,12,3,2022,8,55,10,25,20,30
Multiple carriers,Delhi,Cochin,0,10033,27,5,2022,11,25,19,15,7,50
Air India,Delhi,Cochin,1,10361,1,6,2022,9,45,23,0,12,15
IndiGo,Kolkata,Banglore,0,4855,18,4,2022,20,20,22,55,1,35
Air India,Chennai,Kolkata,0,5428,24,6,2022,11,40,13,55,3,15
Jet Airways,Kolkata,Banglore,0,11240,9,5,2022,21,10,9,20,13,10
IndiGo,Kolkata,Banglore,1,5588,24,4,2022,17,15,19,50,3,35
Air India,Delhi,Cochin,3,16298,3,3,2022,16,40,19,15,20,35
SpiceJet,Delhi,Cochin,2,6781,15,4,2022,8,45,13,15,3,30
Jet Airways,Delhi,Cochin,2,11937,12,6,2022,14,0,12,35,20,35
Air India,Delhi,Cochin,2,15565,12,6,2022,20,15,19,15,20,0
Jet Airways,Delhi,Cochin,2,15003,27,5,2022,16,0,12,35,20,35
GoAir,Delhi,Cochin,0,22677,6,3,2022,14,10,19,20,5,10
Air India,Banglore,Delhi,0,8090,21,3,2022,22,0,13,20,16,20
IndiGo,Banglore,Delhi,0,4586,3,4,2022,4,0,6,50,3,50
IndiGo,Banglore,Delhi,1,5610,1,5,2022,18,55,21,50,1,55
Jet Airways,Kolkata,Banglore,2,9023,6,5,2022,18,55,8,15,12,20
Jet Airways,Delhi,Cochin,3,15461,9,6,2022,21,25,12,35,15,10
IndiGo,Delhi,Cochin,0,9582,1,6,2022,21,50,3,35,5,45
GoAir,Delhi,Cochin,2,8936,15,5,2022,7,0,12,55,4,55
Vistara,Banglore,Delhi,0,5430,18,6,2022,9,45,12,35,2,50
Vistara,Chennai,Kolkata,0,4288,15,6,2022,7,5,9,20,2,15
Vistara,Chennai,Kolkata,1,4288,18,6,2022,7,5,9,20,1,15
Air India,Kolkata,Banglore,1,15386,1,5,2022,9,50,23,15,14,25
IndiGo,Banglore,Delhi,0,5145,6,4,2022,4,0,6,50,3,50
Jet Airways,Delhi,Cochin,3,12701,15,6,2022,14,35,12,35,20,0
Jet Airways,Delhi,Cochin,2,14392,18,5,2022,7,5,12,35,5,30
IndiGo,Delhi,Cochin,2,6856,27,6,2022,10,35,21,0,9,25
SpiceJet,Kolkata,Banglore,2,5407,21,5,2022,15,5,20,20,4,15
Air India,Kolkata,Banglore,0,7264,18,5,2022,14,15,16,45,2,30
Jet Airways,Banglore,Delhi,0,22363,6,3,2022,7,0,13,15,6,15
Jet Airways,Delhi,Cochin,1,17360,3,6,2022,7,5,19,0,11,55
Multiple carriers,Delhi,Cochin,2,11220,21,5,2022,7,5,18,10,11,5
Air India,Banglore,Delhi,1,10136,15,3,2022,6,45,15,15,7,30
Jet Airways,Delhi,Cochin,0,14392,18,5,2022,20,55,19,0,20,5
Air Asia,Banglore,Delhi,1,3935,6,5,2022,11,10,13,55,2,45
Multiple carriers,Delhi,Cochin,1,15194,21,3,2022,9,0,21,0,12,0
SpiceJet,Banglore,Delhi,0,4102,24,3,2022,5,45,8,35,1,50
IndiGo,Banglore,Delhi,0,4586,27,5,2022,4,0,6,50,1,50
Air India,Chennai,Kolkata,1,5428,3,5,2022,11,40,13,55,3,15
Air India,Kolkata,Banglore,0,7115,15,5,2022,19,0,11,5,17,5
Jet Airways,Delhi,Cochin,1,12970,27,6,2022,23,5,19,0,19,55
Jet Airways,Delhi,Cochin,1,8377,9,3,2022,11,0,14,15,3,15
Jet Airways,Kolkata,Banglore,2,14099,1,5,2022,9,35,10,55,20,20
IndiGo,Banglore,Delhi,1,5091,24,3,2022,22,20,1,10,2,50
IndiGo,Banglore,Delhi,1,4586,18,6,2022,21,15,0,15,3,0
Air Asia,Banglore,Delhi,0,5214,3,4,2022,23,55,2,45,2,50
Jet Airways,Kolkata,Banglore,2,16554,24,3,2022,19,45,12,0,15,15
Air India,Banglore,Delhi,2,20176,1,3,2022,8,50,23,55,14,5
Vistara,Chennai,Kolkata,1,8624,6,3,2022,7,5,9,20,2,15
Multiple carriers,Delhi,Cochin,2,9390,6,5,2022,19,0,1,30,5,30
Vistara,Mumbai,Hyderabad,0,14418,6,3,2022,15,40,16,45,20,5
Air India,Kolkata,Banglore,2,9731,6,6,2022,9,25,21,50,11,25
Air India,Delhi,Cochin,0,5952,3,4,2022,6,5,9,25,20,20
Multiple carriers,Delhi,Cochin,1,14568,3,6,2022,8,45,19,0,10,15
IndiGo,Delhi,Cochin,1,8364,15,5,2022,15,0,1,30,9,30
Vistara,Chennai,Kolkata,1,4288,24,5,2022,7,5,9,20,1,15
IndiGo,Delhi,Cochin,0,6856,24,6,2022,10,35,21,0,11,25
Vistara,Banglore,Delhi,0,6285,24,4,2022,9,45,12,35,3,50
Air India,Mumbai,Hyderabad,0,4216,6,5,2022,13,55,15,25,2,30
Air India,Delhi,Cochin,2,12634,21,5,2022,5,55,19,15,14,20
IndiGo,Chennai,Kolkata,0,7324,12,3,2022,13,20,15,35,1,15
Jet Airways,Mumbai,Hyderabad,1,6604,1,6,2022,7,5,8,30,1,25
Jet Airways,Banglore,Delhi,2,10625,9,3,2022,5,45,8,15,20,30
Multiple carriers,Delhi,Cochin,2,12552,24,6,2022,11,40,19,0,8,20
Jet Airways,Delhi,Cochin,2,14911,24,6,2022,23,5,12,35,12,30
IndiGo,Delhi,Cochin,2,8018,21,3,2022,5,5,10,5,6,0
Vistara,Banglore,Delhi,0,8421,9,3,2022,9,50,12,35,2,45
GoAir,Banglore,Delhi,1,4534,3,4,2022,11,40,14,30,2,50
IndiGo,Mumbai,Hyderabad,0,4709,3,4,2022,6,25,7,55,2,30
Jet Airways,Delhi,Cochin,2,11937,15,6,2022,17,30,12,35,19,5
SpiceJet,Chennai,Kolkata,0,3875,21,3,2022,8,20,10,35,3,15
Jet Airways,Kolkata,Banglore,2,12614,9,6,2022,21,10,12,0,14,50
Jet Airways,Banglore,Delhi,1,8409,24,3,2022,19,55,22,35,2,40
Jet Airways,Kolkata,Banglore,0,16216,6,5,2022,6,30,4,40,20,10
IndiGo,Delhi,Cochin,0,6856,27,6,2022,11,25,21,0,8,35
Multiple carriers,Delhi,Cochin,2,11861,18,5,2022,9,0,19,0,11,0
Jet Airways,Banglore,Delhi,2,15950,6,3,2022,14,5,11,25,20,20
IndiGo,Delhi,Cochin,0,6556,24,6,2022,2,0,7,25,6,25
Jet Airways,Delhi,Cochin,3,15138,6,6,2022,9,40,4,25,17,45
Jet Airways,Kolkata,Banglore,1,8217,1,4,2022,8,25,20,45,11,20
Jet Airways,Kolkata,Banglore,0,12450,24,5,2022,20,25,14,25,18,0
Multiple carriers,Delhi,Cochin,0,11220,27,5,2022,13,15,22,30,9,15
Multiple carriers,Delhi,Cochin,2,19841,6,3,2022,2,15,13,20,12,5
Jet Airways,Banglore,Delhi,1,16072,12,3,2022,16,55,10,25,18,30
Air India,Delhi,Cochin,3,15992,6,3,2022,5,55,19,15,12,20
Air India,Kolkata,Banglore,1,5676,21,4,2022,20,45,23,20,1,35
IndiGo,Chennai,Kolkata,0,4117,21,6,2022,5,15,7,40,1,25
SpiceJet,Banglore,Delhi,0,3788,15,5,2022,5,55,8,35,3,40
Jet Airways,Banglore,Delhi,0,7535,3,6,2022,19,50,22,50,2,0
Jet Airways,Mumbai,Hyderabad,0,9352,18,6,2022,7,5,8,30,1,25
Jet Airways,Delhi,Cochin,1,16634,12,6,2022,20,0,12,35,17,35
Jet Airways,Kolkata,Banglore,2,17193,15,5,2022,8,25,20,45,11,20
Jet Airways,Kolkata,Banglore,0,17377,9,6,2022,20,0,8,15,13,15
Jet Airways,Delhi,Cochin,2,11937,24,6,2022,20,55,4,25,6,30
Air India,Kolkata,Banglore,1,7593,12,5,2022,14,35,14,35,20,0
Air India,Banglore,Delhi,0,7120,1,5,2022,6,10,8,55,1,45
Jet Airways,Delhi,Cochin,3,15155,18,5,2022,19,30,4,25,9,55
Multiple carriers,Delhi,Cochin,2,13285,27,3,2022,11,40,18,50,6,10
Multiple carriers,Delhi,Cochin,2,8810,27,3,2022,4,45,19,15,13,30
Air India,Delhi,Cochin,2,13489,9,5,2022,12,55,19,15,20,20
Jet Airways,Delhi,Cochin,3,17598,24,5,2022,23,5,19,0,19,55
Jet Airways,Banglore,Delhi,0,15767,18,3,2022,14,5,5,5,14,0
IndiGo,Banglore,Delhi,1,6723,12,4,2022,18,55,21,50,1,55
Vistara,Kolkata,Banglore,2,10931,12,5,2022,20,20,9,5,11,45
Jet Airways,Delhi,Cochin,2,19803,6,3,2022,18,15,4,25,9,10
GoAir,Delhi,Cochin,2,6143,27,6,2022,7,0,12,55,4,55
Multiple carriers,Delhi,Cochin,0,12037,18,5,2022,7,5,22,30,15,25
Air India,Delhi,Cochin,1,14746,6,3,2022,17,20,9,25,16,5
Multiple carriers,Delhi,Cochin,2,17619,3,3,2022,15,25,1,35,11,10
Vistara,Banglore,Delhi,1,5430,12,6,2022,7,0,9,40,3,40
Jet Airways,Delhi,Cochin,1,18093,9,5,2022,7,5,19,0,11,55
SpiceJet,Banglore,Delhi,0,4619,9,4,2022,5,55,8,35,1,40
Air India,Mumbai,Hyderabad,0,3606,3,5,2022,15,0,16,25,2,25
Jet Airways,Kolkata,Banglore,1,11240,6,5,2022,20,0,10,5,14,5
Air India,Delhi,Cochin,1,31907,1,3,2022,23,0,19,15,20,15
IndiGo,Chennai,Kolkata,1,4117,12,5,2022,5,15,7,40,2,25
Air India,Kolkata,Banglore,1,12418,21,5,2022,12,0,11,10,20,10
Jet Airways,Kolkata,Banglore,2,15173,12,6,2022,14,5,8,15,19,10
Jet Airways,Kolkata,Banglore,1,16736,6,5,2022,20,0,12,0,16,0
IndiGo,Banglore,Delhi,0,4586,24,6,2022,4,0,6,50,2,50
IndiGo,Chennai,Kolkata,0,4184,3,6,2022,14,45,17,5,2,20
Air India,Banglore,Delhi,2,6900,21,3,2022,11,50,19,50,9,0
Jet Airways,Delhi,Cochin,1,11937,15,6,2022,11,30,4,25,17,55
Vistara,Delhi,Cochin,0,7230,12,5,2022,14,40,17,50,4,10
IndiGo,Kolkata,Banglore,1,5588,15,6,2022,20,25,23,10,3,45
Multiple carriers,Delhi,Cochin,0,16363,21,5,2022,11,30,1,30,15,0
Jet Airways,Delhi,Cochin,2,17598,18,5,2022,19,10,19,0,20,50
Jet Airways,Delhi,Cochin,2,15559,6,6,2022,6,45,4,25,20,40
Air India,Delhi,Cochin,2,12145,27,6,2022,22,0,19,15,20,15
Jet Airways,Banglore,Delhi,0,4687,24,5,2022,6,0,8,45,1,45
Jet Airways,Delhi,Cochin,2,19803,3,3,2022,8,0,18,50,11,50
Multiple carriers,Delhi,Cochin,0,15142,9,4,2022,17,30,1,30,8,0
GoAir,Kolkata,Banglore,1,7777,6,6,2022,23,30,7,45,8,15
IndiGo,Delhi,Cochin,0,6556,15,6,2022,2,0,7,25,4,25
IndiGo,Delhi,Cochin,2,7493,9,6,2022,7,35,16,10,8,35
Multiple carriers,Delhi,Cochin,0,11034,21,5,2022,13,5,0,55,11,50
Jet Airways,Kolkata,Banglore,2,12614,21,5,2022,20,0,23,35,20,35
Jet Airways,Delhi,Cochin,3,17818,3,6,2022,20,0,4,25,8,25
Air India,Delhi,Cochin,1,5952,3,4,2022,12,30,9,25,19,55
IndiGo,Delhi,Cochin,2,7150,24,6,2022,15,10,20,0,4,50
Multiple carriers,Delhi,Cochin,2,8148,9,6,2022,12,50,21,0,7,10
SpiceJet,Kolkata,Banglore,1,4505,3,4,2022,22,20,0,40,1,20
Jet Airways,Delhi,Cochin,1,10783,21,3,2022,18,25,18,50,20,25
GoAir,Banglore,Delhi,0,4534,27,6,2022,11,40,14,30,2,50
Jet Airways,Kolkata,Banglore,0,17193,12,5,2022,8,25,20,45,12,20
Jet Airways,Kolkata,Banglore,1,9987,24,5,2022,20,0,8,15,12,15
Air India,Kolkata,Banglore,2,12443,9,5,2022,8,20,7,55,20,35
Jet Airways,Delhi,Cochin,1,16634,27,6,2022,20,0,12,35,16,35
IndiGo,Banglore,Delhi,0,10300,3,3,2022,18,55,21,45,1,50
Jet Airways,Kolkata,Banglore,1,12614,12,5,2022,16,30,18,15,20,45
Jet Airways,Delhi,Cochin,1,19803,6,3,2022,2,15,4,25,20,10
Jet Airways,Kolkata,Banglore,2,10834,1,5,2022,9,35,14,25,20,50
IndiGo,Banglore,Delhi,0,5556,24,3,2022,0,40,3,25,3,45
Air India,Kolkata,Banglore,2,8912,9,6,2022,12,0,13,15,20,15
IndiGo,Delhi,Cochin,1,7493,9,5,2022,6,50,16,10,9,20
SpiceJet,Delhi,Cochin,1,6123,12,6,2022,8,45,13,15,5,30
Jet Airways,Delhi,Cochin,1,15003,27,5,2022,13,0,4,25,15,25
Air India,Mumbai,Hyderabad,0,7086,3,3,2022,13,55,15,25,1,30
SpiceJet,Banglore,Delhi,1,3851,21,5,2022,5,55,8,35,2,40
Jet Airways,Delhi,Cochin,0,7607,27,3,2022,19,15,4,25,9,10
IndiGo,Banglore,Delhi,0,3977,27,5,2022,1,30,4,15,3,45
Jet Airways,Delhi,Cochin,2,6022,3,4,2022,14,0,12,35,20,35
Air India,Delhi,Cochin,0,9592,18,4,2022,18,5,21,10,2,5
Jet Airways,Kolkata,Banglore,2,17071,9,6,2022,9,35,21,5,11,30
Multiple carriers,Delhi,Cochin,1,15805,27,6,2022,11,30,21,0,9,30
Jet Airways,Kolkata,Banglore,1,11240,6,5,2022,21,10,9,20,13,10
Jet Airways,Kolkata,Banglore,1,15173,12,6,2022,16,30,10,5,18,35
IndiGo,Delhi,Cochin,1,5901,3,4,2022,20,25,1,30,4,5
Vistara,Kolkata,Banglore,2,10870,21,5,2022,17,0,18,50,20,50
Jet Airways,Kolkata,Banglore,2,11240,6,5,2022,14,5,10,5,20,0
Multiple carriers,Delhi,Cochin,0,16607,21,5,2022,8,0,21,0,12,0
Jet Airways,Delhi,Cochin,2,11937,1,6,2022,10,0,4,25,18,25
Jet Airways,Mumbai,Hyderabad,0,6604,27,3,2022,19,35,21,5,2,30
Multiple carriers,Delhi,Cochin,0,15967,15,5,2022,16,0,1,30,8,30
Jet Airways,Kolkata,Banglore,2,11240,6,5,2022,20,0,12,0,16,0
IndiGo,Chennai,Kolkata,0,4487,12,5,2022,14,45,17,5,2,20
SpiceJet,Delhi,Cochin,1,5597,24,6,2022,8,45,13,15,4,30
IndiGo,Delhi,Cochin,1,6717,27,6,2022,21,50,3,35,4,45
Jet Airways,Kolkata,Banglore,2,12259,6,6,2022,9,35,9,45,20,10
IndiGo,Kolkata,Banglore,1,5588,3,6,2022,15,30,18,5,2,35
Air Asia,Banglore,Delhi,0,3935,12,6,2022,11,10,13,55,3,45
IndiGo,Banglore,Delhi,0,10164,3,3,2022,12,10,17,5,3,55
Air India,Delhi,Cochin,0,8334,27,3,2022,5,15,6,50,20,35
IndiGo,Delhi,Cochin,1,7458,24,6,2022,16,10,22,30,6,20
Jet Airways,Banglore,Delhi,1,9324,27,6,2022,18,55,22,0,2,5
Jet Airways,Banglore,Delhi,1,12896,12,3,2022,20,35,15,15,19,40
SpiceJet,Chennai,Kolkata,0,4121,27,6,2022,9,45,12,0,1,15
Jet Airways,Kolkata,Banglore,0,14506,12,6,2022,16,30,4,40,11,10
Jet Airways,Delhi,Cochin,1,11937,24,6,2022,9,0,4,25,19,25
Air India,Banglore,Delhi,0,5165,18,3,2022,13,20,16,10,1,50
Multiple carriers,Delhi,Cochin,0,14583,27,3,2022,7,5,15,30,9,25
GoAir,Kolkata,Banglore,1,11738,24,3,2022,22,25,7,40,9,15
Air India,Banglore,Delhi,0,8097,3,6,2022,21,5,23,55,2,50
IndiGo,Delhi,Cochin,0,5831,24,4,2022,5,35,8,50,4,15
Air India,Delhi,Cochin,0,8065,18,5,2022,5,10,8,0,3,50
Multiple carriers,Delhi,Cochin,2,12652,3,6,2022,6,40,19,0,11,20
Jet Airways,Banglore,Delhi,0,8409,18,4,2022,15,15,18,10,3,55
IndiGo,Delhi,Cochin,1,8198,27,3,2022,16,0,1,35,8,35
Vistara,Banglore,Delhi,0,5674,27,6,2022,17,0,19,35,3,35
Jet Airways,Kolkata,Banglore,0,12614,21,5,2022,14,5,23,35,9,30
Jet Airways,Delhi,Cochin,2,17598,18,5,2022,23,5,4,25,20,20
IndiGo,Banglore,Delhi,0,4586,12,5,2022,0,30,3,25,1,55
SpiceJet,Delhi,Cochin,2,6494,6,6,2022,6,5,11,20,5,15
Multiple carriers,Delhi,Cochin,2,11220,6,6,2022,7,5,16,10,10,5
Multiple carriers,Delhi,Cochin,1,8930,3,6,2022,8,30,19,15,10,45
IndiGo,Delhi,Cochin,1,7958,1,6,2022,5,10,10,5,3,55
Jet Airways,Mumbai,Hyderabad,0,5810,24,6,2022,8,45,10,15,1,30
Vistara,Kolkata,Banglore,1,11114,9,6,2022,7,10,18,50,12,40
IndiGo,Banglore,Delhi,0,4742,1,6,2022,1,30,4,15,1,45
Jet Airways,Banglore,Delhi,0,8409,12,5,2022,15,15,18,10,1,55
Multiple carriers,Delhi,Cochin,0,14182,9,6,2022,9,0,19,0,9,0
Air India,Banglore,Delhi,0,6875,12,4,2022,10,0,12,45,1,45
Air India,Delhi,Cochin,2,9738,12,6,2022,9,0,19,15,10,15
Jet Airways,Mumbai,Hyderabad,0,5810,18,3,2022,7,10,8,35,2,25
Multiple carriers,Delhi,Cochin,2,16661,9,5,2022,10,0,19,15,9,15
Jet Airways,Delhi,Cochin,1,15138,9,6,2022,5,30,4,25,20,55
Air India,Delhi,Cochin,1,15809,6,6,2022,14,25,19,15,20,50
Jet Airways,Delhi,Cochin,2,21867,3,3,2022,5,25,18,50,20,25
IndiGo,Banglore,Delhi,1,4586,27,4,2022,23,30,2,20,2,50
SpiceJet,Mumbai,Hyderabad,0,2285,21,5,2022,5,45,7,15,1,30
Jet Airways,Mumbai,Hyderabad,0,5810,27,5,2022,10,20,11,50,2,30
Air India,Kolkata,Banglore,1,17031,24,3,2022,16,50,18,30,20,40
Air India,Kolkata,Banglore,1,5188,12,4,2022,20,45,23,20,1,35
Air India,Delhi,Cochin,2,11854,18,5,2022,13,0,19,15,6,15
Jet Airways,Delhi,Cochin,2,16102,9,3,2022,2,15,19,45,16,30
IndiGo,Delhi,Cochin,2,7385,1,5,2022,21,50,3,35,5,45
Air Asia,Kolkata,Banglore,0,5128,1,5,2022,10,20,12,55,3,35
Jet Airways,Delhi,Cochin,1,19803,6,3,2022,18,15,19,45,20,30
Multiple carriers,Delhi,Cochin,1,15967,18,5,2022,7,5,21,0,12,55
IndiGo,Banglore,Delhi,0,10300,15,3,2022,18,25,21,20,3,55
Multiple carriers,Delhi,Cochin,1,14568,24,6,2022,8,45,19,0,9,15
Jet Airways,Banglore,Delhi,0,15767,18,3,2022,11,40,20,20,8,40
Jet Airways,Kolkata,Banglore,1,12614,6,6,2022,6,30,12,0,5,30
Multiple carriers,Delhi,Cochin,2,15805,9,6,2022,9,0,21,0,11,0
SpiceJet,Chennai,Kolkata,1,4121,12,6,2022,9,45,12,0,2,15
Vistara,Chennai,Kolkata,1,5632,18,3,2022,7,5,9,20,2,15
IndiGo,Banglore,Delhi,1,4586,24,4,2022,23,30,2,20,3,50
Jet Airways,Delhi,Cochin,2,12303,9,6,2022,19,15,4,25,9,10
IndiGo,Delhi,Cochin,0,8118,15,5,2022,10,35,21,0,10,25
Vistara,Chennai,Kolkata,1,13938,27,6,2022,17,45,20,5,3,20
SpiceJet,Delhi,Cochin,1,6123,6,6,2022,8,45,13,15,5,30
Vistara,Delhi,Cochin,0,9307,3,3,2022,6,0,9,10,4,10
Air India,Delhi,Cochin,1,12389,1,6,2022,19,45,19,15,20,30
Jet Airways,Kolkata,Banglore,2,12614,24,5,2022,16,30,19,50,20,20
Multiple carriers,Delhi,Cochin,1,7678,27,3,2022,9,45,22,20,12,35
Air India,Delhi,Cochin,2,7662,21,3,2022,19,0,19,15,20,15
SpiceJet,Mumbai,Hyderabad,1,3690,21,3,2022,13,10,14,30,1,20
Air India,Banglore,Delhi,0,6081,9,5,2022,10,0,12,45,1,45
Jet Airways,Banglore,Delhi,0,6710,21,6,2022,7,10,10,10,2,0
Jet Airways,Delhi,Cochin,0,17116,6,6,2022,8,0,19,0,11,0
Jet Airways,Delhi,Cochin,3,15138,3,6,2022,5,30,19,0,14,30
IndiGo,Banglore,Delhi,1,3907,3,6,2022,22,10,1,0,1,50
GoAir,Banglore,Delhi,0,7819,3,3,2022,20,55,23,50,3,55
IndiGo,Kolkata,Banglore,0,5190,18,3,2022,9,35,12,20,1,45
IndiGo,Delhi,Cochin,2,7178,9,3,2022,4,55,16,10,11,15
Air India,Kolkata,Banglore,2,14311,21,5,2022,5,50,20,25,13,35
Multiple carriers,Delhi,Cochin,1,8951,21,3,2022,11,40,1,35,13,55
IndiGo,Delhi,Cochin,1,6611,24,6,2022,11,25,1,30,14,5
Air India,Kolkata,Banglore,0,9731,12,6,2022,16,50,7,55,14,5
Air India,Chennai,Kolkata,1,22834,1,3,2022,11,40,13,55,1,15
Jet Airways,Banglore,Delhi,1,15706,6,3,2022,14,5,5,5,16,0
Jet Airways,Kolkata,Banglore,1,17193,1,5,2022,21,10,10,5,11,55
Multiple carriers,Delhi,Cochin,0,7576,12,6,2022,7,10,16,10,9,0
Air India,Delhi,Cochin,0,11549,1,6,2022,7,0,19,15,13,15
Multiple carriers,Delhi,Cochin,3,21258,6,6,2022,17,50,1,30,7,40
Air India,Delhi,Cochin,1,5219,9,4,2022,6,5,9,25,20,20
IndiGo,Mumbai,Hyderabad,0,3203,15,3,2022,21,20,22,45,1,25
Air India,Mumbai,Hyderabad,1,2995,27,3,2022,6,20,7,40,1,20
SpiceJet,Kolkata,Banglore,2,9566,12,6,2022,15,55,21,25,6,30
Air India,Delhi,Cochin,0,10458,9,3,2022,20,30,8,15,11,45
IndiGo,Delhi,Cochin,0,5816,24,6,2022,5,35,8,50,3,15
Jet Airways,Kolkata,Banglore,0,9921,12,6,2022,18,55,19,50,20,55
Air India,Delhi,Cochin,1,16334,3,3,2022,6,5,9,25,20,20
Jet Airways,Banglore,Delhi,1,4687,24,5,2022,11,10,14,5,2,55
Jet Airways,Kolkata,Banglore,2,12614,6,6,2022,18,55,12,0,17,5
IndiGo,Kolkata,Banglore,1,5588,6,5,2022,21,25,0,5,3,40
Multiple carriers,Delhi,Cochin,0,8501,27,5,2022,17,30,1,30,7,0
IndiGo,Banglore,Delhi,1,5610,12,5,2022,16,55,19,55,2,0
Jet Airways,Delhi,Cochin,0,11937,24,6,2022,9,0,12,35,20,35
Jet Airways,Delhi,Cochin,0,15003,27,5,2022,20,55,4,25,8,30
Air India,Banglore,Delhi,2,14863,12,3,2022,17,25,16,20,20,55
IndiGo,Delhi,Cochin,2,17298,3,3,2022,4,45,13,20,7,35
Air India,Delhi,Cochin,2,10129,21,3,2022,13,20,19,15,20,55
